cliente_id,idade,tempo_cliente_meses,contrato,forma_pagamento,charge_mensal,total_cobrado,num_produtos,tem_internet,tem_fone,chamadas_suporte,churn
CLI-02486,26,8,anual,cartao_credito,76.02,640.51,1,1,1,0,0
CLI-02487,54,36,mensal,cartao_credito,99.54,3446.82,3,1,1,4,0
CLI-02488,37,14,mensal,cartao_credito,116.02,1729.17,4,1,1,1,1
CLI-02489,43,54,mensal,boleto,126.06,6375.39,3,0,1,3,0
CLI-02490,46,21,bienal,debito_automatico,119.75,2325.85,4,1,1,1,0
CLI-02491,18,50,anual,boleto,118.9,5403.95,5,1,1,2,0
CLI-02492,72,39,mensal,cartao_credito,120.59,5116.23,4,1,1,4,0
CLI-02493,52,20,mensal,boleto,109.02,2096.68,2,1,1,3,1
CLI-02494,23,7,mensal,cartao_credito,99.41,753.99,3,1,1,2,0
CLI-02495,54,9,anual,debito_automatico,120.35,1033.89,4,1,1,4,0
CLI-02496,70,1,anual,boleto,80.47,87.03,3,1,1,3,0
CLI-02497,22,26,bienal,boleto,122.71,3448.2,4,1,1,1,0
CLI-02498,50,38,mensal,boleto,64.64,2664.46,1,0,0,3,0
CLI-02499,66,38,bienal,boleto,73.83,2803.38,3,1,1,3,0
CLI-02500,68,61,bienal,cartao_credito,107.42,7032.2,5,0,1,2,0
CLI-02501,31,44,bienal,debito_automatico,83.16,3988.91,5,1,1,4,0
CLI-02502,29,44,anual,debito_automatico,90.07,3824.07,4,0,1,2,0
CLI-02503,59,62,mensal,boleto,117.57,7171.07,5,1,0,2,0
CLI-02504,37,6,mensal,cartao_credito,115.56,723.76,5,1,1,3,1
CLI-02505,70,17,mensal,boleto,106.79,1742.94,3,1,1,3,0
CLI-02506,67,51,mensal,debito_automatico,115.1,6168.08,4,1,1,3,0
CLI-02507,41,38,anual,debito_automatico,101.48,3527.61,3,1,1,2,0
CLI-02508,60,24,anual,cartao_credito,84.97,2048.86,4,1,1,2,0
CLI-02509,51,51,bienal,debito_automatico,128.47,6057.05,5,1,1,2,0
CLI-02510,42,10,mensal,debito_automatico,99.81,956.84,4,1,1,4,0
CLI-02511,67,21,mensal,debito_automatico,106.81,2134.73,4,1,0,2,0
CLI-02512,46,70,anual,boleto,88.08,6583.54,2,1,1,1,0
CLI-02513,74,57,mensal,debito_automatico,133.49,7142.53,4,1,1,1,0
CLI-02514,56,39,mensal,debito_automatico,62.1,2571.31,2,1,1,0,0
CLI-02515,48,33,bienal,boleto,87.14,3044.68,3,1,1,3,0
CLI-02516,73,59,anual,debito_automatico,96.63,5699.9,2,1,1,2,0
CLI-02517,64,18,mensal,debito_automatico,94.44,1609.43,3,1,1,7,0
CLI-02518,60,56,anual,cartao_credito,92.31,4887.01,4,1,1,2,0
CLI-02519,67,57,anual,debito_automatico,55.64,3149.23,3,1,1,1,0
CLI-02520,40,48,anual,debito_automatico,104.26,4512.85,5,1,1,1,0
CLI-02521,61,42,anual,boleto,109.25,4617.27,4,1,1,2,0
CLI-02522,55,27,mensal,cartao_credito,96.87,2852.34,2,1,1,1,0
CLI-02523,37,52,anual,cartao_credito,74.64,3613.24,1,1,1,2,0
CLI-02524,40,42,mensal,debito_automatico,105.56,4498.56,4,1,1,3,0
CLI-02525,62,32,mensal,cartao_credito,87.13,3045.66,5,1,1,1,0
CLI-02526,69,26,bienal,debito_automatico,101.79,2837.37,3,1,1,2,0
CLI-02527,33,25,mensal,debito_automatico,86.19,2305.75,2,1,1,2,0
CLI-02528,67,23,anual,debito_automatico,89.3,2186.11,2,1,1,2,0
CLI-02529,59,57,anual,boleto,105.61,5789.84,5,1,0,2,0
CLI-02530,72,52,bienal,debito_automatico,114.26,6405.69,5,0,0,2,0
CLI-02531,25,31,bienal,debito_automatico,114.69,3869.22,4,1,1,3,0
CLI-02532,67,64,mensal,cartao_credito,83.11,5314.56,1,1,0,2,0
CLI-02533,38,71,mensal,debito_automatico,41.54,2863.56,1,1,1,1,0
CLI-02534,18,33,mensal,boleto,99.52,3227.82,3,1,1,1,1
CLI-02535,72,2,mensal,cartao_credito,78.24,151.29,2,1,1,4,0
CLI-02536,25,18,mensal,debito_automatico,87.84,1490.18,4,1,1,2,0
CLI-02537,46,47,anual,cartao_credito,112.98,5435.85,2,1,1,2,0
CLI-02538,49,33,anual,cartao_credito,83.35,2784.99,4,1,1,0,0
CLI-02539,55,35,bienal,cartao_credito,93.61,3251.83,5,1,1,2,0
CLI-02540,22,51,anual,cartao_credito,49.17,2304.97,3,1,1,0,0
CLI-02541,64,18,anual,boleto,138.81,2646.94,5,1,1,1,0
CLI-02542,39,30,mensal,debito_automatico,103.82,2912.11,2,1,0,2,0
CLI-02543,64,44,mensal,cartao_credito,87.36,3547.53,3,1,1,2,0
CLI-02544,51,53,mensal,boleto,114.26,6204.84,4,1,1,3,0
CLI-02545,18,10,anual,cartao_credito,57.49,563.25,4,1,1,3,0
CLI-02546,72,52,mensal,debito_automatico,103.51,4908.65,3,0,1,1,0
CLI-02547,72,49,anual,cartao_credito,92.86,4418.7,5,1,1,1,0
CLI-02548,43,11,anual,cartao_credito,127.48,1478.5,3,1,1,2,0
CLI-02549,60,66,mensal,boleto,117.35,7923.62,5,1,1,5,0
CLI-02550,27,58,mensal,cartao_credito,96.62,5450.17,3,1,1,0,0
CLI-02551,47,36,mensal,boleto,93.59,3161.56,5,1,1,3,0
CLI-02552,67,33,mensal,debito_automatico,61.71,2090.11,1,1,1,1,0
CLI-02553,35,47,anual,cartao_credito,105.85,5360.56,3,0,1,4,0
CLI-02554,34,13,anual,debito_automatico,93.4,1249.72,5,1,1,0,0
CLI-02555,43,40,anual,debito_automatico,68.61,2916.15,2,1,1,2,0
CLI-02556,25,68,anual,cartao_credito,114.14,7794.94,2,1,1,0,0
CLI-02557,64,42,anual,cartao_credito,99.75,4372.14,3,1,1,1,0
CLI-02558,57,19,bienal,cartao_credito,72.08,1478.05,3,1,1,1,0
CLI-02559,66,19,mensal,boleto,113.03,2264.9,4,1,1,0,0
CLI-02560,29,58,anual,debito_automatico,104.42,6552.8,5,1,1,2,0
CLI-02561,44,23,mensal,cartao_credito,58.68,1331.05,3,1,1,2,0
CLI-02562,25,54,mensal,boleto,76.02,4436.95,2,1,1,3,0
CLI-02563,42,65,mensal,cartao_credito,65.03,4329.72,2,1,1,0,0
CLI-02564,63,12,anual,cartao_credito,91.12,1174.37,2,0,1,2,0
CLI-02565,21,24,mensal,cartao_credito,96.89,2111.14,5,0,0,3,0
CLI-02566,50,34,mensal,debito_automatico,79.82,2799.56,1,1,1,2,0
CLI-02567,18,53,bienal,cartao_credito,107.33,6084.38,3,1,1,1,0
CLI-02568,36,8,anual,debito_automatico,125.22,936.49,1,1,1,2,0
CLI-02569,48,18,anual,boleto,149.6,2779.93,5,1,1,2,0
CLI-02570,33,57,anual,cartao_credito,98.46,5976.96,3,0,1,2,0
CLI-02571,31,5,bienal,cartao_credito,100.95,483.34,4,1,1,1,0
CLI-02572,70,26,anual,debito_automatico,82.1,2094.15,3,0,1,3,0
CLI-02573,65,30,mensal,debito_automatico,61.14,1859.7,3,1,1,5,0
CLI-02574,22,54,bienal,boleto,48.27,2616.57,3,1,1,3,0
CLI-02575,58,13,anual,debito_automatico,77.15,910.52,3,1,1,3,0
CLI-02576,43,29,mensal,cartao_credito,126.75,3380.71,3,1,1,1,0
CLI-02577,45,3,mensal,cartao_credito,142.06,392.13,5,1,1,2,0
CLI-02578,19,58,mensal,cartao_credito,95.43,5271.77,3,1,1,3,0
CLI-02579,67,2,bienal,debito_automatico,119.3,226.47,5,1,1,3,0
CLI-02580,23,28,mensal,cartao_credito,81.91,2404.59,3,1,0,2,0
CLI-02581,26,2,bienal,cartao_credito,93.4,189.52,3,1,1,3,0
CLI-02582,50,7,bienal,debito_automatico,94.48,696.28,5,1,1,3,0
CLI-02583,58,26,anual,cartao_credito,78.44,1864.01,3,1,1,5,0
CLI-02584,42,16,anual,debito_automatico,98.25,1567.35,2,1,1,1,0
CLI-02585,65,23,mensal,cartao_credito,81.89,1817.09,3,1,0,6,0
CLI-02586,30,40,mensal,boleto,111.84,4786.7,4,1,1,3,0
CLI-02587,26,60,mensal,cartao_credito,107.06,6690.55,5,1,1,2,0
CLI-02588,70,32,anual,boleto,122.36,4204.69,3,1,1,0,0
CLI-02589,30,15,mensal,cartao_credito,105.05,1432.81,3,1,0,1,0
CLI-02590,48,13,mensal,boleto,114.89,1559.53,5,1,1,3,0
CLI-02591,58,5,mensal,cartao_credito,49.39,248.93,1,1,0,2,1
CLI-02592,28,52,bienal,debito_automatico,76.19,4219.4,2,1,0,0,0
CLI-02593,21,41,mensal,cartao_credito,84.99,3489.58,2,1,1,2,0
CLI-02594,51,53,bienal,debito_automatico,95.09,5080.3,3,0,1,1,0
CLI-02595,55,50,mensal,debito_automatico,123.26,5610.51,5,1,1,1,0
CLI-02596,63,15,mensal,debito_automatico,106.12,1645.45,4,1,1,1,0
CLI-02597,21,7,mensal,debito_automatico,73.34,490.09,3,1,1,2,0
CLI-02598,55,40,mensal,cartao_credito,97.84,3537.65,2,0,1,1,0
CLI-02599,36,28,anual,cartao_credito,84.77,2167.74,3,1,1,3,0
CLI-02600,23,32,mensal,debito_automatico,97.05,3389.63,5,1,1,1,0
CLI-02601,51,15,anual,cartao_credito,79.95,1162.33,4,1,0,1,1
CLI-02602,35,70,anual,cartao_credito,70.97,5333.61,1,1,0,4,0
CLI-02603,30,65,anual,cartao_credito,90.86,6448.86,4,1,1,1,0
CLI-02604,58,4,anual,cartao_credito,117.21,510.4,3,1,1,1,0
CLI-02605,40,11,mensal,debito_automatico,80.65,954.88,2,1,1,1,0
CLI-02606,36,26,anual,debito_automatico,120.64,3384.34,5,1,1,1,0
CLI-02607,62,61,bienal,boleto,57.95,3385.78,3,1,1,2,0
CLI-02608,28,37,bienal,debito_automatico,92.89,3197.36,1,1,1,3,0
CLI-02609,18,23,bienal,boleto,122.83,2903.78,5,1,1,1,0
CLI-02610,41,40,mensal,debito_automatico,80.89,3227.9,5,1,1,2,0
CLI-02611,71,23,anual,boleto,92.56,1958.04,5,0,1,3,0
CLI-02612,24,16,anual,boleto,80.74,1337.71,3,0,1,2,0
CLI-02613,42,61,mensal,debito_automatico,73.95,4567.66,1,1,1,4,0
CLI-02614,38,68,anual,debito_automatico,79.9,5827.72,3,0,1,1,0
CLI-02615,32,31,anual,cartao_credito,105.1,3329.25,5,1,1,0,0
CLI-02616,18,53,mensal,cartao_credito,123.07,6619.18,5,1,1,1,0
CLI-02617,29,25,mensal,boleto,74.84,1848.83,2,1,1,1,0
CLI-02618,24,44,anual,boleto,107.94,4714.01,4,0,1,2,0
CLI-02619,32,12,mensal,debito_automatico,97.51,1276.46,3,0,1,0,0
CLI-02620,38,9,mensal,boleto,28.0,233.78,1,1,1,0,0
CLI-02621,36,12,mensal,boleto,93.84,1113.97,5,1,1,0,1
CLI-02622,46,69,mensal,debito_automatico,113.71,8090.51,3,1,1,1,0
CLI-02623,42,54,bienal,debito_automatico,84.11,4481.09,4,1,1,3,0
CLI-02624,50,54,mensal,debito_automatico,72.58,3749.39,3,1,1,3,0
CLI-02625,66,28,anual,debito_automatico,122.72,3290.03,4,0,1,1,0
CLI-02626,49,56,bienal,cartao_credito,97.07,5146.36,3,1,1,2,0
CLI-02627,66,69,mensal,debito_automatico,115.15,7697.3,2,1,1,2,0
CLI-02628,52,58,mensal,debito_automatico,84.7,5277.78,3,1,1,3,0
CLI-02629,61,42,anual,debito_automatico,110.04,4626.51,2,1,1,3,0
CLI-02630,55,38,mensal,boleto,84.22,3034.09,4,1,0,0,0
CLI-02631,43,68,mensal,cartao_credito,60.0,3985.77,5,1,1,2,0
CLI-02632,28,53,anual,cartao_credito,123.47,6028.03,5,1,0,2,0
CLI-02633,52,33,anual,boleto,105.46,3761.4,3,1,1,4,0
CLI-02634,25,71,anual,debito_automatico,91.46,6374.43,1,0,1,0,0
CLI-02635,63,56,bienal,cartao_credito,89.87,5516.25,3,0,1,2,0
CLI-02636,31,51,anual,debito_automatico,115.34,5702.97,2,1,1,4,0
CLI-02637,27,43,anual,debito_automatico,103.31,4741.17,2,1,1,0,0
CLI-02638,19,15,bienal,boleto,118.5,1690.89,4,1,1,1,0
CLI-02639,63,38,mensal,debito_automatico,96.43,3353.72,3,0,0,0,0
CLI-02640,26,15,mensal,cartao_credito,75.06,1020.46,4,0,1,4,0
CLI-02641,20,5,anual,debito_automatico,79.35,405.17,1,1,1,1,0
CLI-02642,38,54,anual,boleto,117.19,6089.78,5,1,1,1,0
CLI-02643,43,51,mensal,debito_automatico,150.66,7596.87,5,1,0,1,1
CLI-02644,25,10,mensal,boleto,99.32,1056.5,3,1,1,0,0
CLI-02645,65,12,mensal,cartao_credito,81.08,923.94,4,1,1,2,0
CLI-02646,19,4,anual,boleto,111.35,428.35,4,1,1,1,0
CLI-02647,23,18,anual,boleto,103.15,1984.94,1,0,1,0,0
CLI-02648,45,36,bienal,debito_automatico,136.17,4895.02,4,0,1,1,0
CLI-02649,70,25,anual,cartao_credito,83.86,2233.89,2,1,1,3,0
CLI-02650,46,36,anual,boleto,82.01,2878.24,2,0,1,0,1
CLI-02651,43,67,mensal,debito_automatico,57.77,3791.92,2,1,1,4,0
CLI-02652,42,9,mensal,boleto,81.93,688.28,3,1,1,4,0
CLI-02653,29,61,mensal,debito_automatico,94.66,6255.08,2,0,1,3,0
CLI-02654,22,53,anual,cartao_credito,55.52,3176.07,2,1,1,1,0
CLI-02655,51,18,mensal,cartao_credito,150.95,2980.23,5,1,0,0,0
CLI-02656,65,43,anual,debito_automatico,86.87,3662.53,3,1,1,0,0
CLI-02657,54,35,anual,debito_automatico,88.41,3291.53,2,1,1,4,0
CLI-02658,32,63,mensal,debito_automatico,84.84,5254.01,1,1,1,2,0
CLI-02659,61,4,bienal,debito_automatico,108.58,430.35,2,1,1,1,0
CLI-02660,53,41,anual,boleto,99.33,4341.32,3,0,1,1,0
CLI-02661,32,45,mensal,cartao_credito,80.64,3394.65,4,1,1,2,0
CLI-02662,60,50,mensal,cartao_credito,118.44,5590.74,5,1,1,1,0
CLI-02663,65,28,anual,boleto,132.54,3573.61,5,1,1,1,0
CLI-02664,40,42,mensal,debito_automatico,76.11,3380.86,3,1,1,8,0
CLI-02665,23,69,mensal,debito_automatico,102.0,6858.74,2,1,1,4,0
CLI-02666,63,1,anual,debito_automatico,83.08,80.72,1,1,1,0,0
CLI-02667,67,39,bienal,debito_automatico,87.9,3770.1,2,1,1,3,0
CLI-02668,61,17,mensal,cartao_credito,73.2,1215.48,2,0,1,2,0
CLI-02669,60,35,bienal,debito_automatico,73.56,2444.72,1,1,1,3,0
CLI-02670,62,46,anual,boleto,118.77,5598.05,5,1,1,6,0
CLI-02671,38,42,mensal,debito_automatico,77.52,3452.41,2,0,1,1,0
CLI-02672,40,39,anual,cartao_credito,82.41,2937.33,4,1,1,1,0
CLI-02673,60,49,mensal,boleto,81.6,4093.48,4,1,1,1,0
CLI-02674,72,62,mensal,debito_automatico,99.62,5602.94,3,1,1,2,0
CLI-02675,33,38,anual,cartao_credito,103.79,3964.79,3,1,1,5,0
CLI-02676,64,23,anual,boleto,76.65,1677.27,1,1,1,2,0
CLI-02677,70,22,mensal,cartao_credito,114.3,2417.36,1,0,1,3,0
CLI-02678,32,4,bienal,boleto,59.99,238.38,3,0,1,2,0
CLI-02679,42,49,anual,debito_automatico,93.59,4977.65,2,0,1,4,0
CLI-02680,53,59,bienal,debito_automatico,73.19,4500.15,5,1,1,6,0
CLI-02681,28,68,mensal,debito_automatico,99.92,7388.19,4,1,0,0,0
CLI-02682,68,71,bienal,cartao_credito,83.0,6081.54,1,1,1,3,0
CLI-02683,32,2,mensal,debito_automatico,90.47,163.1,3,1,1,0,0
CLI-02684,21,49,mensal,boleto,62.96,2940.4,4,1,1,2,0
CLI-02685,38,31,anual,boleto,76.1,2550.55,1,0,1,0,0
CLI-02686,30,40,anual,debito_automatico,78.06,3211.98,1,1,1,1,0
CLI-02687,39,48,anual,boleto,103.95,5470.25,2,1,1,1,0
CLI-02688,36,51,mensal,cartao_credito,49.46,2348.9,1,1,1,1,0
CLI-02689,51,43,mensal,cartao_credito,138.82,5726.61,5,1,1,4,0
CLI-02690,31,55,anual,cartao_credito,28.0,1497.61,1,0,0,2,0
CLI-02691,21,49,mensal,debito_automatico,84.08,3977.01,5,0,1,2,0
CLI-02692,65,57,anual,boleto,89.52,4849.54,2,0,1,6,0
CLI-02693,70,15,mensal,debito_automatico,116.21,1723.44,5,1,1,1,1
CLI-02694,69,27,bienal,boleto,132.24,3672.09,4,1,1,1,0
CLI-02695,63,68,anual,debito_automatico,81.87,5357.01,1,1,1,3,0
CLI-02696,44,64,anual,debito_automatico,91.97,5391.3,3,1,1,4,0
CLI-02697,46,30,bienal,cartao_credito,102.89,3215.44,3,1,1,1,0
CLI-02698,64,36,anual,boleto,63.17,2255.48,5,1,1,4,0
CLI-02699,45,67,mensal,cartao_credito,65.85,4461.79,2,1,0,1,0
CLI-02700,52,49,mensal,debito_automatico,86.49,4200.21,5,0,1,1,0
CLI-02701,25,55,anual,cartao_credito,129.04,7651.29,5,1,1,4,0
CLI-02702,33,56,mensal,cartao_credito,136.0,7705.48,5,0,1,2,0
CLI-02703,59,68,anual,debito_automatico,139.3,10274.29,4,0,1,0,0
CLI-02704,53,44,mensal,cartao_credito,113.39,4999.71,4,1,1,3,0
CLI-02705,47,31,mensal,boleto,127.84,3798.64,5,1,1,5,0
CLI-02706,35,58,mensal,debito_automatico,87.88,4949.68,2,1,1,3,0
CLI-02707,19,53,bienal,debito_automatico,68.01,3620.48,1,1,1,1,0
CLI-02708,66,23,anual,debito_automatico,72.41,1675.42,3,0,1,2,0
CLI-02709,30,28,bienal,debito_automatico,78.62,2283.84,4,0,0,3,0
CLI-02710,21,16,bienal,boleto,50.58,764.69,1,1,1,2,0
CLI-02711,43,37,mensal,cartao_credito,116.62,4452.02,4,1,1,0,0
CLI-02712,42,21,mensal,cartao_credito,93.8,2079.55,4,1,1,3,0
CLI-02713,47,17,anual,cartao_credito,87.53,1540.56,4,1,1,3,0
CLI-02714,28,37,bienal,boleto,69.46,2560.68,5,1,1,2,0
CLI-02715,24,19,mensal,boleto,91.74,1914.47,5,0,1,2,0
CLI-02716,48,30,bienal,cartao_credito,96.26,2832.82,4,1,1,3,0
CLI-02717,61,45,mensal,debito_automatico,71.27,2954.81,4,1,1,1,0
CLI-02718,27,18,mensal,cartao_credito,147.2,2819.97,3,1,1,6,0
CLI-02719,56,62,anual,cartao_credito,51.19,2991.1,1,0,1,0,0
CLI-02720,30,36,mensal,debito_automatico,101.05,3792.98,1,1,1,3,0
CLI-02721,48,52,mensal,cartao_credito,83.59,4067.6,2,1,1,2,0
CLI-02722,24,19,mensal,debito_automatico,74.67,1281.65,2,1,1,4,0
CLI-02723,73,44,mensal,debito_automatico,81.01,3321.91,2,1,1,5,0
CLI-02724,66,7,anual,boleto,110.28,752.97,5,1,1,0,0
CLI-02725,59,44,bienal,debito_automatico,114.53,4642.84,5,0,1,1,0
CLI-02726,59,68,bienal,debito_automatico,74.36,4750.74,3,0,1,3,0
CLI-02727,73,34,anual,debito_automatico,121.19,4338.54,5,0,1,0,0
CLI-02728,53,66,mensal,cartao_credito,80.41,5593.52,2,1,1,2,0
CLI-02729,37,69,mensal,debito_automatico,75.37,5530.75,4,1,0,5,0
CLI-02730,21,55,mensal,cartao_credito,77.44,4549.81,2,1,1,0,0
CLI-02731,71,10,mensal,cartao_credito,122.39,1204.42,3,1,1,0,0
CLI-02732,24,42,mensal,debito_automatico,106.39,4796.85,4,1,1,1,0
CLI-02733,71,41,anual,boleto,110.09,4537.1,5,1,1,7,0
CLI-02734,18,69,bienal,cartao_credito,94.05,6451.29,4,1,1,8,0
CLI-02735,61,10,mensal,cartao_credito,87.62,914.5,3,1,1,4,1
CLI-02736,73,10,anual,cartao_credito,114.4,1078.52,5,1,1,3,0
CLI-02737,62,60,mensal,debito_automatico,72.69,4613.92,1,1,1,0,0
CLI-02738,59,51,anual,debito_automatico,95.08,4780.67,2,1,1,2,0
CLI-02739,64,21,anual,cartao_credito,92.47,1797.12,2,1,1,3,0
CLI-02740,30,8,mensal,boleto,70.14,518.4,3,1,1,3,0
CLI-02741,72,65,mensal,boleto,104.56,6340.91,3,1,1,4,0
CLI-02742,39,30,bienal,debito_automatico,66.91,2164.1,2,1,1,2,0
CLI-02743,71,49,anual,debito_automatico,82.09,4417.36,4,0,1,2,0
CLI-02744,38,9,bienal,debito_automatico,77.49,677.46,1,1,1,1,0
CLI-02745,39,17,anual,debito_automatico,83.16,1354.95,1,1,1,3,0
CLI-02746,45,69,bienal,debito_automatico,106.3,6922.15,3,0,1,1,0
CLI-02747,26,58,mensal,cartao_credito,50.87,3141.54,3,1,1,0,0
CLI-02748,43,57,mensal,debito_automatico,117.78,6323.02,4,1,1,0,0
CLI-02749,26,62,mensal,debito_automatico,102.25,6877.2,3,1,1,1,0
CLI-02750,32,52,mensal,cartao_credito,63.48,3411.44,1,1,1,1,0
CLI-02751,27,61,mensal,cartao_credito,81.27,5351.22,2,1,0,1,0
CLI-02752,41,40,anual,cartao_credito,81.96,3313.81,1,1,1,1,0
CLI-02753,74,38,anual,boleto,52.0,2051.36,4,0,1,2,0
CLI-02754,59,43,mensal,cartao_credito,60.98,2684.79,2,1,1,5,0
CLI-02755,25,63,bienal,boleto,109.23,7337.31,2,1,1,2,0
CLI-02756,41,19,mensal,debito_automatico,65.95,1337.22,1,1,1,0,0
CLI-02757,33,50,mensal,boleto,84.28,4289.68,2,1,1,4,0
CLI-02758,66,33,anual,debito_automatico,83.67,2834.28,2,1,1,3,0
CLI-02759,43,13,anual,boleto,108.29,1526.55,3,1,1,1,0
CLI-02760,44,62,mensal,cartao_credito,77.87,5243.01,2,0,1,4,0
CLI-02761,54,43,mensal,debito_automatico,95.56,4244.06,4,1,0,0,0
CLI-02762,21,49,anual,cartao_credito,89.81,3967.45,2,0,1,1,0
CLI-02763,67,36,mensal,debito_automatico,110.93,3677.52,3,1,1,1,0
CLI-02764,41,10,mensal,debito_automatico,133.26,1428.0,5,1,1,2,0
CLI-02765,36,6,anual,debito_automatico,103.62,570.08,5,1,1,4,0
CLI-02766,53,57,mensal,debito_automatico,92.18,4953.21,4,1,1,3,0
CLI-02767,56,1,mensal,cartao_credito,99.07,93.73,4,1,1,5,0
CLI-02768,27,71,mensal,debito_automatico,112.7,8162.11,2,1,1,0,0
CLI-02769,42,58,bienal,debito_automatico,101.57,5981.35,2,1,1,2,0
CLI-02770,35,21,bienal,cartao_credito,100.4,2019.6,5,1,1,5,0
CLI-02771,36,56,mensal,boleto,77.72,4097.81,5,1,1,2,0
CLI-02772,53,20,mensal,boleto,100.14,2108.76,1,1,1,1,0
CLI-02773,27,54,mensal,boleto,134.39,7889.09,5,1,1,2,0
CLI-02774,50,25,mensal,boleto,87.78,1998.23,5,1,1,1,1
CLI-02775,72,28,mensal,cartao_credito,93.1,2415.55,4,1,1,1,0
CLI-02776,67,5,anual,boleto,95.53,491.23,1,0,1,0,0
CLI-02777,22,21,mensal,debito_automatico,85.72,1909.73,1,1,1,1,0
CLI-02778,64,18,mensal,cartao_credito,46.11,878.32,2,1,1,2,0
CLI-02779,66,47,mensal,boleto,63.44,3112.68,2,1,1,0,0
CLI-02780,52,70,mensal,cartao_credito,89.63,6760.25,1,1,1,2,0
CLI-02781,61,57,mensal,debito_automatico,82.98,4462.48,1,1,1,5,0
CLI-02782,51,19,mensal,cartao_credito,99.32,1738.87,2,1,1,2,0
CLI-02783,50,65,anual,debito_automatico,117.61,7821.03,4,1,1,3,0
CLI-02784,72,3,anual,debito_automatico,106.83,341.15,4,1,1,1,1
CLI-02785,38,42,mensal,debito_automatico,110.41,4713.31,4,1,1,4,0
CLI-02786,34,21,anual,cartao_credito,90.61,2079.01,4,1,1,1,0
CLI-02787,39,40,mensal,debito_automatico,88.28,3739.94,2,1,0,2,0
CLI-02788,65,67,mensal,debito_automatico,100.27,6987.88,3,0,1,0,0
CLI-02789,54,25,anual,cartao_credito,144.12,3286.12,5,1,1,2,0
CLI-02790,32,55,mensal,boleto,93.51,4739.57,5,1,1,3,0
CLI-02791,52,52,anual,debito_automatico,124.48,6841.71,5,1,1,3,0
CLI-02792,45,44,anual,boleto,107.69,4452.39,5,1,1,2,0
CLI-02793,24,56,bienal,cartao_credito,100.89,5117.44,2,1,1,3,0
CLI-02794,49,55,bienal,cartao_credito,91.59,5451.29,3,1,1,4,0
CLI-02795,28,70,mensal,cartao_credito,109.55,8267.88,2,1,1,2,0
CLI-02796,27,66,bienal,debito_automatico,79.15,4929.78,3,0,0,3,0
CLI-02797,26,19,anual,cartao_credito,88.84,1782.56,2,1,1,2,0
CLI-02798,31,7,anual,debito_automatico,86.79,552.61,1,1,1,1,0
CLI-02799,30,63,mensal,debito_automatico,80.37,4845.65,3,1,1,1,0
CLI-02800,74,42,bienal,cartao_credito,116.09,4996.37,5,1,1,0,0
CLI-02801,42,42,mensal,debito_automatico,114.14,5046.21,3,1,1,1,0
CLI-02802,19,59,anual,boleto,100.66,5357.4,4,1,1,0,0
CLI-02803,52,20,mensal,cartao_credito,109.01,2104.42,3,1,1,0,0
CLI-02804,24,17,anual,debito_automatico,88.51,1418.71,4,1,1,3,0
CLI-02805,38,27,mensal,debito_automatico,80.07,2377.55,4,1,1,2,0
CLI-02806,35,47,mensal,debito_automatico,91.91,4467.49,1,1,1,4,0
CLI-02807,20,2,mensal,boleto,82.82,162.52,3,1,0,1,0
CLI-02808,59,63,mensal,boleto,44.47,2563.84,1,1,1,3,0
CLI-02809,71,62,mensal,debito_automatico,94.8,5993.59,5,1,1,2,0
CLI-02810,56,19,mensal,debito_automatico,120.95,2363.18,3,1,1,2,0
CLI-02811,58,17,anual,debito_automatico,107.21,1937.9,2,1,1,2,0
CLI-02812,66,69,anual,debito_automatico,63.59,4202.18,2,1,1,4,0
CLI-02813,28,39,anual,cartao_credito,56.77,2427.21,2,1,0,2,0
CLI-02814,56,71,mensal,boleto,93.82,6580.57,4,1,1,4,0
CLI-02815,41,39,mensal,boleto,106.81,3995.59,2,1,1,2,0
CLI-02816,63,36,mensal,cartao_credito,106.09,3703.48,5,1,1,4,0
CLI-02817,36,40,bienal,cartao_credito,90.25,3624.14,3,1,0,2,0
CLI-02818,21,45,bienal,boleto,81.72,3998.59,3,1,1,3,0
CLI-02819,43,4,mensal,cartao_credito,96.57,404.45,4,1,1,3,0
CLI-02820,55,25,mensal,debito_automatico,118.95,3019.61,4,1,1,3,0
CLI-02821,59,69,bienal,cartao_credito,103.71,6673.4,4,1,1,5,0
CLI-02822,49,30,bienal,cartao_credito,105.96,2955.87,5,1,1,1,0
CLI-02823,56,68,bienal,cartao_credito,107.01,7279.88,3,1,1,4,0
CLI-02824,62,29,anual,debito_automatico,79.43,2408.83,1,1,1,2,0
CLI-02825,63,68,mensal,cartao_credito,121.0,8641.07,4,1,1,2,0
CLI-02826,53,51,mensal,debito_automatico,72.4,3489.99,2,1,1,4,0
CLI-02827,57,24,mensal,debito_automatico,83.44,1842.4,1,1,1,0,0
CLI-02828,54,14,mensal,debito_automatico,95.75,1309.52,1,1,1,1,0
CLI-02829,50,69,mensal,debito_automatico,133.07,9949.75,4,1,1,2,0
CLI-02830,53,18,mensal,debito_automatico,64.13,1164.81,2,1,1,1,0
CLI-02831,20,42,mensal,debito_automatico,98.53,3989.37,4,1,1,2,0
CLI-02832,26,57,mensal,debito_automatico,75.68,4161.6,4,0,1,4,0
CLI-02833,25,12,mensal,debito_automatico,66.6,740.39,2,1,1,4,0
CLI-02834,50,17,mensal,boleto,78.37,1325.16,1,1,1,1,0
